indicator_name,year,value
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2016,
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2017,
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2018,82.53151703
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2019,
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2020,
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2021,
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2022,79.74021149
"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, both sexes (%)",2023,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",1998,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",1999,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2000,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2001,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2002,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2003,74.43219757
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2004,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2005,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2006,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2007,78.71343231
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2008,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2009,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2010,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2011,77.47521973
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2012,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2013,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2014,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2015,79.89086151
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2016,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2017,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2018,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2019,82.64988708
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2020,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2021,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2022,
"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)",2023,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",1998,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",1999,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2000,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2001,94.28575134
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2002,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2003,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2004,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2005,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2006,93.05410004
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2007,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2008,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2009,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2010,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2011,95.17533112
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2012,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2013,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2014,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2015,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2016,96.67851257
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2017,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2018,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2019,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2020,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2021,96.90492249
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2022,
"Proportion of children/young people at the age of primary education prepared for the future in reading, both sexes (%)",2023,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",1998,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",1999,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2000,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2001,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2002,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2003,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2004,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2005,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2006,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2007,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2008,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2009,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2010,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2011,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2012,83.40382385
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2013,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2014,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2015,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2016,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2017,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2018,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2019,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2020,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2021,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2022,
"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)",2023,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",1998,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",1999,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2000,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2001,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2002,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2003,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2004,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2005,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2006,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2007,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2008,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2009,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2010,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2011,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2012,75.54325867
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2013,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2014,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2015,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2016,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2017,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2018,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2019,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2020,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2021,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2022,
"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)",2023,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",1998,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",1999,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2000,88.42465963
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2001,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2002,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2003,82.23685422
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2004,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2005,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2006,80.24634448
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2007,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2008,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2009,79.81603022
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2010,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2011,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2012,78.18721736
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2013,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2014,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2015,78.13294272
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2016,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2017,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2018,80.77064256
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2019,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2020,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2021,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2022,75.67
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2023,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",1998,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",1999,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2000,87.1
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2001,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2002,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2003,85.10260684
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2004,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2005,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2006,80.9799471
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2007,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2008,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2009,81.55948649
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2010,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2011,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2012,83.37535813
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2013,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2014,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2015,82.11845987
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2016,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2017,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2018,82.69690434
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2019,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2020,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2021,
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2022,79.86
"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",2023,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",1998,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",1999,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2000,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2001,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2002,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2003,74.58884008
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2004,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2005,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2006,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2007,78.87907051
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2008,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2009,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2010,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2011,77.63047988
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2012,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2013,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2014,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2015,80.01890178
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2016,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2017,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2018,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2019,82.7657651
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2020,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2021,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2022,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",2023,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",1998,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",1999,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2000,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2001,94.48416702
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2002,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2003,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2004,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2005,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2006,93.24992008
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2007,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2008,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2009,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2010,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2011,95.36605699
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2012,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2013,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2014,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2015,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2016,96.83345168
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2017,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2018,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2019,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2020,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2021,97.03106262
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2022,
"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",2023,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",1998,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",1999,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2000,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2001,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2002,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2003,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2004,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2005,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2006,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2007,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2008,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2009,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2010,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2011,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2012,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2013,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2014,53.01160049
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2015,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2016,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2017,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2018,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2019,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2020,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2021,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2022,
"Proportion of youth and adults who have connected and installed new devices, both sexes (%)",2023,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",1998,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",1999,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2000,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2001,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2002,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2003,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2004,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2005,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2006,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2007,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2008,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2009,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2010,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2011,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2012,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2013,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2014,72.79460144
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2015,61.41680145
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2016,63.69240189
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2017,61.9707489
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2018,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2019,58.34804916
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2020,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2021,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2022,
"Proportion of youth and adults who have copied or moved a file or folder, both sexes (%)",2023,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",1998,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",1999,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2000,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2001,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2002,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2003,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2004,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2005,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2006,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2007,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2008,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2009,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2010,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2011,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2012,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2013,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2014,44.51520157
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2015,44.53590012
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2016,47.17219925
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2017,47.15956879
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2018,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2019,46.32204819
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2020,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2021,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2022,
"Proportion of youth and adults who have created electronic presentations with presentation software, both sexes (%)",2023,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",1998,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",1999,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2000,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2001,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2002,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2003,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2004,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2005,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2006,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2007,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2008,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2009,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2010,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2011,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2012,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2013,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2014,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2015,57.9958992
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2016,61.31980133
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2017,58.86211014
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2018,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2019,65.66410828
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2020,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2021,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2022,
"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",2023,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",1998,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",1999,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2000,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2001,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2002,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2003,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2004,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2005,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2006,
"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",2007,
